address,issue,title,canonical_self,hreflang_values,hreflang_urls,indexability,source_pages,recommended_fix
https://shopline.tw/showcase/pets,Hreflang missing self reference,寵物用品品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/pets,zh-Hant-TW,https://shopline.tw//showcase/pets,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/food-beverage-brand | https://shopline.tw/showcase/lifestyle-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/social-commerce/instagram-live,Hreflang missing self reference,Instagram 直播導購｜SHOPLINE 社群購物系統｜SHOPLINE 全方位零售整合專家,https://shopline.tw/social-commerce/instagram-live,zh-Hant-TW,https://shopline.tw//social-commerce/instagram-live,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/shopper-app,Hreflang missing self reference,品牌會員購物 App｜SHOPLINE 全方位零售整合專家,https://shopline.tw/shopper-app,x-default | zh-Hant-TW,https://www.shopline.com/products/mobile-shopper-app/ | https://shopline.tw//shopper-app,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-2024-whitepaper,Hreflang missing self reference,SHOPLINE 公布《2024 新零售開店白皮書》剖析電商致勝關鍵｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-2024-whitepaper,zh-Hant-TW,https://shopline.tw//news/shopline-2024-whitepaper,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2024-whitepaper,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/pets,Hreflang missing self reference,寵物用品網店架設｜輕鬆打造品牌電商，開啟寵物電商生意｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/pets,zh-Hant-TW,https://shopline.tw//online-store/pets,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/pets,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/line-solution,Hreflang missing self reference,LINE 官方帳號全面導購｜SHOPLINE 全方位零售整合專家,https://shopline.tw/line-solution,zh-Hant-TW,https://shopline.tw//line-solution,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/plans,Hreflang missing self reference,方案費用及付款說明｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/plans,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/plans | https://shopline.hk//faq/plans | https://shopline.hk/en/faq/plans,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/design | https://shopline.tw/faq/pos,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/smart-omo,Hreflang missing self reference,Smart OMO 會員導購工具｜SHOPLINE 全方位零售整合專家,https://shopline.tw/smart-omo,zh-Hant-TW,https://shopline.tw//smart-omo,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/electronics-brand,Hreflang missing self reference,家電 3C 品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/electronics-brand,zh-Hant-TW,https://shopline.tw//showcase/electronics-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-payments-aftee,Hreflang missing self reference,SHOPLINE Payments 瞄準三大營運動能　全方位升級支付服務｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-payments-aftee,zh-Hant-TW,https://shopline.tw//news/shopline-payments-aftee,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-payments-aftee,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/cosmetics,Hreflang missing self reference,美妝產業電商開店｜SHOPLINE 全通路零售整合專家,https://shopline.tw/online-store/cosmetics,zh-Hant-TW,https://shopline.tw//online-store/cosmetics,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/cosmetics,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/about,Hreflang missing self reference,關於 SHOPLINE｜如何使用 SHOPLINE 開店｜全球 60 萬品牌選用,https://shopline.tw/faq/about,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/about | https://shopline.hk//faq/about | https://shopline.hk/en/faq/about,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/food-beverage-brand,Hreflang missing self reference,食品飲料品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/food-beverage-brand,zh-Hant-TW,https://shopline.tw//showcase/food-beverage-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/lifestyle-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/solutions/shop-efficiency,Hreflang missing self reference,商店營運效率解決方案｜SHOPLINE 全方位零售整合專家,https://shopline.tw/solutions/shop-efficiency,zh-Hant-TW,https://shopline.tw//solutions/shop-efficiency,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/design,Hreflang missing self reference,如何開始建立商店｜免費試用 14 天｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/design,zh-Hant-TW | zh-Hant-HK | en-HK,https://shopline.tw//faq/design | https://shopline.hk//faq/design | https://shopline.hk/en/faq/design,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/pos,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,Hreflang missing self reference,SHOPLINE 攜手 iOPEN Mall、精誠 OneEC 三方結盟，打造最強開放生態圈｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,zh-Hant-TW,https://shopline.tw//news/shopline-iopenmall-oneec-cooperation,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-iopenmall-oneec-cooperation,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/maternity-and-baby,Hreflang missing self reference,母嬰用品電商開店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/maternity-and-baby,zh-Hant-TW,https://shopline.tw//online-store/maternity-and-baby,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/maternity-and-baby,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-onewarehouse-introduction,Hreflang missing self reference,SHOPLINE 推出 OneWarehouse 倉儲物流服務｜SHOPLINE 全方位零售整合專家｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-onewarehouse-introduction,zh-Hant-TW,https://shopline.tw//news/shopline-onewarehouse-introduction,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-onewarehouse-introduction,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/homeware-selection,Hreflang missing self reference,生活選物產業電商開店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/homeware-selection,zh-Hant-TW,https://shopline.tw//online-store/homeware-selection,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/homeware-selection,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/templates,Hreflang missing self reference,網路商店版型主題｜SHOPLINE 全方位零售整合專家,https://shopline.tw/templates,x-default | zh-Hant-TW | zh-Hant-HK | en-HK | en-US | en-AU | en-MY | en-SG | ja | zh-Hans-CN,https://www.shopline.com//templates | https://shopline.tw//templates | https://shopline.hk//templates | https://shopline.hk/en/templates | https://www.shopline.com//templates | https://au.shopline.com/themes | https://www.shopline.my//templates | https://www.shopline.sg/ecommerce-website-templates | https://jp.shopline.com//templates | https://shoplineapp.cn/themes/,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/faq/social-commerce,Hreflang missing self reference,社群購物與直播系統｜SHOPLINE 全方位零售整合專家,https://shopline.tw/faq/social-commerce,zh-Hant-TW,https://shopline.tw//faq/social-commerce,Indexable,https://shopline.tw/faq/overview | https://shopline.tw/faq/plans | https://shopline.tw/faq/design,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/cooperate,Hreflang missing self reference,成為 SHOPLINE 的合作夥伴！加入開放生態圈｜SHOPLINE 全方位零售整合專家,https://shopline.tw/cooperate,zh-Hant-TW,https://shopline.tw//cooperate,Indexable,https://shopline.tw/ | https://shopline.tw/about/press | https://shopline.tw/ai,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/targeted-marketing,Hreflang missing self reference,RFIM 分眾行銷中心｜SHOPLINE 全方位零售整合專家,https://shopline.tw/targeted-marketing,zh-Hant-TW,https://shopline.tw//targeted-marketing,Indexable,https://shopline.tw/ | https://shopline.tw/ | https://shopline.tw/about/press,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-select-pop-up-store-part1,Hreflang missing self reference,SHOPLINE 在台首間實體概念店「SHOPLINE Select 選物所」盛大開幕｜SHOPLINE,https://shopline.tw/news/shopline-select-pop-up-store-part1,zh-Hant-TW,https://shopline.tw//news/shopline-select-pop-up-store-part1,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part1,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-2023-brand-awards,Hreflang missing self reference,SHOPLINE 「2023 傑出品牌風格大賞」名單揭曉，社群經營報名狂增 2 倍競爭激烈,https://shopline.tw/news/shopline-2023-brand-awards,zh-Hant-TW,https://shopline.tw//news/shopline-2023-brand-awards,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-2023-brand-awards,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-cashback,Hreflang missing self reference,跨流量返利聯盟成立！SHOPLINE 成首家零售整合解決方案夥伴  攜手 CashBack 返多多啟動消費轉單新模式,https://shopline.tw/news/shopline-cashback,zh-Hant-TW,https://shopline.tw//news/shopline-cashback,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-cashback,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-select-pop-up-store-part3,Hreflang missing self reference,迎接盛夏！SHOPLINE Select 選物所最終回主題「風格野餐選物」熱力登場｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-select-pop-up-store-part3,zh-Hant-TW,https://shopline.tw//news/shopline-select-pop-up-store-part3,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part3,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/news/shopline-select-pop-up-store-part2,Hreflang missing self reference,SHOPLINE Select 選物所攜手 H.H 先生打造「潮時尚伸展台」｜SHOPLINE 全方位零售整合專家,https://shopline.tw/news/shopline-select-pop-up-store-part2,zh-Hant-TW,https://shopline.tw//news/shopline-select-pop-up-store-part2,Indexable,https://shopline.tw/about/press | https://shopline.tw/news/shopline-select-pop-up-store-part2,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/online-store/care-product,Hreflang missing self reference,保養品電商開店｜SHOPLINE 全方位零售整合專家,https://shopline.tw/online-store/care-product,zh-Hant-TW,https://shopline.tw//online-store/care-product,Indexable,https://shopline.tw/online-store | https://shopline.tw/online-store/care-product,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
https://shopline.tw/showcase/sport-outdoor-brand,Hreflang missing self reference,戶外運動品牌商家案例｜SHOPLINE 全通路零售整合專家,https://shopline.tw/showcase/sport-outdoor-brand,zh-Hant-TW,https://shopline.tw//showcase/sport-outdoor-brand,Indexable,https://shopline.tw/showcase | https://shopline.tw/showcase/pets | https://shopline.tw/showcase/food-beverage-brand,新增指向 canonical 單斜線 URL 的 self-referencing hreflang，並移除 // 版本。
